id_product;product_name;Description;Détails;reference;ean13;isbn;price_ht;price_ttc;wholesale_price;weight;tax_rate;Editeur;combination_attributes;categories;image_urls;stock_quantity_total;active;date_add;date_upd
117;"Neuvaine au Coeur Immaculé de Marie";"<p class=""MsoNormal"" style=""line-height:normal;"">Le 13 juin 1917, Notre Dame a confié aux petits voyants de Fatima : « Jésus veut établir dans le monde la dévotion à mon Cœur Immaculé. À qui embrassera cette dévotion, je promets le Salut. » Pour embrasser cette dévotion, nous vous proposons une neuvaine dans l’esprit du message de Fatima afin de méditer sur les principaux enseignements de Notre Dame.</p>
<p>Les trois premiers jours, nous méditerons sur notre Salut, à savoir le Ciel, le purgatoire et l'enfer. Puis nous méditerons sur les cinq pratiques de cette dévotion : chapelet quotidien, offrande des sacrifices, communion réparatrice, consécration au Cœur Immaculé de Marie et port du scapulaire. Enfin, le dernier jour, nous méditerons sur la puissance de cette dévotion pour aller au Ciel.</p>
<p class=""MsoNormal"" style=""line-height:normal;"">Que le Cœur Immaculé de Marie nous inspire de faire cette neuvaine avec l’attention et la ferveur nécessaires pour plaire à Dieu !</p>
<p class=""MsoNormal"">Cette neuvaine a été rédigée par Yves de Lassus, fondateur du site Cap Fatima.</p>
<p class=""MsoNormal""></p>
<p class=""MsoNormal""><em><span style=""text-decoration:underline;"">Témoignage</span> : « Merci beaucoup pour ce que vous nous offrez pour notre sanctification. J’ai beaucoup apprécié votre neuvaine au Cœur Immaculé de Marie. Les enseignements étaient vraiment très profonds. Merci pour tout ! En union de prières avec vous. » Stéphanie</em></p>
<p></p>";"<p>16 cm x 10.5 cm</p>
<p>75 pages</p>";117-LOT5;9782491255633;978-2-491255-63-3;13.270142;14.00;0.781600;0.352000;5.500;"MDN Productions";"Quantité - Lot de 5";"Accueil, Livres, Neuvaines";"https://editions.mariedenazareth.com/img/p/2/7/0/270.jpg, https://editions.mariedenazareth.com/img/p/2/7/1/271.jpg, https://editions.mariedenazareth.com/img/p/4/3/8/438.jpg, https://editions.mariedenazareth.com/img/p/4/3/9/439.jpg, https://editions.mariedenazareth.com/img/p/4/4/0/440.jpg, https://editions.mariedenazareth.com/img/p/4/4/1/441.jpg";20;1;"2022-06-03 09:16:32";"2025-07-07 14:58:05"
117;"Neuvaine au Coeur Immaculé de Marie";"<p class=""MsoNormal"" style=""line-height:normal;"">Le 13 juin 1917, Notre Dame a confié aux petits voyants de Fatima : « Jésus veut établir dans le monde la dévotion à mon Cœur Immaculé. À qui embrassera cette dévotion, je promets le Salut. » Pour embrasser cette dévotion, nous vous proposons une neuvaine dans l’esprit du message de Fatima afin de méditer sur les principaux enseignements de Notre Dame.</p>
<p>Les trois premiers jours, nous méditerons sur notre Salut, à savoir le Ciel, le purgatoire et l'enfer. Puis nous méditerons sur les cinq pratiques de cette dévotion : chapelet quotidien, offrande des sacrifices, communion réparatrice, consécration au Cœur Immaculé de Marie et port du scapulaire. Enfin, le dernier jour, nous méditerons sur la puissance de cette dévotion pour aller au Ciel.</p>
<p class=""MsoNormal"" style=""line-height:normal;"">Que le Cœur Immaculé de Marie nous inspire de faire cette neuvaine avec l’attention et la ferveur nécessaires pour plaire à Dieu !</p>
<p class=""MsoNormal"">Cette neuvaine a été rédigée par Yves de Lassus, fondateur du site Cap Fatima.</p>
<p class=""MsoNormal""></p>
<p class=""MsoNormal""><em><span style=""text-decoration:underline;"">Témoignage</span> : « Merci beaucoup pour ce que vous nous offrez pour notre sanctification. J’ai beaucoup apprécié votre neuvaine au Cœur Immaculé de Marie. Les enseignements étaient vraiment très profonds. Merci pour tout ! En union de prières avec vous. » Stéphanie</em></p>
<p></p>";"<p>16 cm x 10.5 cm</p>
<p>75 pages</p>";117-UNITE;9782491255633;978-2-491255-63-3;4.739336;5.00;0.781600;0.000000;5.500;"MDN Productions";"Quantité - Unité";"Accueil, Livres, Neuvaines";"https://editions.mariedenazareth.com/img/p/2/7/0/270.jpg, https://editions.mariedenazareth.com/img/p/2/7/1/271.jpg, https://editions.mariedenazareth.com/img/p/4/3/8/438.jpg, https://editions.mariedenazareth.com/img/p/4/3/9/439.jpg, https://editions.mariedenazareth.com/img/p/4/4/0/440.jpg, https://editions.mariedenazareth.com/img/p/4/4/1/441.jpg";738;1;"2022-06-03 09:16:32";"2025-07-07 14:58:05"
118;"Livret de prière";;"<p>39 pages</p>
<p>15 cm x 21.3 cm</p>";118-UNITE;;978-2-491255-65-7;2.843602;3.00;0.597280;0.083000;5.500;"MDN Productions";;"100 étoiles, Accueil";"https://editions.mariedenazareth.com/img/p/2/7/3/273.jpg, https://editions.mariedenazareth.com/img/p/2/7/5/275.jpg";0;0;"2022-06-27 11:37:21";"2025-07-07 14:58:05"
119;"Kit Consécration";"<p><strong>Préparez</strong> ou <strong>renouvelez</strong> votre consécration au <strong>Cœur Immaculé de Marie</strong>. Ainsi vous vous donnerez totalement et librement à Dieu par la Vierge Marie, en réponse à son amour vous vous. </p>
<ul style=""list-style-type:circle;""><li><strong>2 bougies </strong>100 étoiles</li>
<li><strong>1 neuvaine </strong>au Cœur immaculé de Marie</li>
<li><strong>1 chapelet </strong>en nylon blanc</li>
</ul><p></p>";"<ul style=""list-style-type:circle;""><li>2 bougies 100 étoiles</li>
<li>1 neuvaine au Cœur immaculé de Marie</li>
<li>1 chapelet en nylon blanc </li>
</ul>";119-KIT;;;8.250000;9.90;0.000000;0.480000;20.000;"MDN Productions";;"Accueil, Carterie & objets, Marie";https://editions.mariedenazareth.com/img/p/8/8/4/884.jpg;6;1;"2022-06-27 12:10:19";"2025-07-07 14:58:05"
120;"Chapelet blanc en nylon";;;120-UNITE;;;1.250000;1.50;0.120000;0.020000;20.000;Prouvost;;"100 étoiles, Accueil, Carterie & objets";https://editions.mariedenazareth.com/img/p/2/9/0/290.jpg;49;1;"2022-07-07 11:00:20";"2025-07-07 14:58:05"
121;"Neuvaine à l'Immaculée avec Maximilien Kolbe";"<p class=""MsoNormal"" style=""line-height:normal;"">La vie et la mort du franciscain polonais, Maximilien Kolbe, ne se comprennent bien qu’à la lumière de son amour pour Marie. Il nous tend la main tout au long de cette neuvaine pour que nous marchions côte à côte avec lui et notre Mère. Jésus est venu au monde par Marie, c’est par elle aussi que le monde viendra à Jésus, nous rappelle saint Louis-Marie Grignion de Montfort.</p>
<p class=""MsoNormal"" style=""line-height:normal;"">Nous commencerons chaque jour de la neuvaine avec la Parole de Dieu. Nous poursuivrons par le récit des moments clefs de la vie du père Kolbe et nous méditerons ses paroles. Nous terminerons par une prière à Marie, dans l’esprit de ce grand saint marial qui disait dans une conférence : « Elle seule va nous apprendre comment aimer le Seigneur Jésus bien mieux, sans comparaison, que tous les livres et tous les maîtres. »</p>
<p>Cette neuvaine à l’Immaculée avec Maximilien Kolbe a été rédigée par Jacques Gauthier, auteur et théologien.</p>
<p></p>
<p><span style=""text-decoration:underline;""><em>Témoignage</em></span> : <em>« Je vous remercie infiniment pour cette neuvaine qui m’a touchée au fond par l’acte pur de charité et d’amour de saint Maximilien Kolbe et sa consécration sincère à Marie. Union de prière. » Marie</em></p>";"<p>16 cm x 10.5 cm</p>
<p>45 pages</p>";121-UNITE;9782491255664;978-2-491255-66-4;4.739336;5.00;0.780000;0.060000;5.500;"MDN Productions";;"Accueil, Livres, Neuvaines";"https://editions.mariedenazareth.com/img/p/2/8/3/283.jpg, https://editions.mariedenazareth.com/img/p/4/2/9/429.jpg, https://editions.mariedenazareth.com/img/p/4/3/0/430.jpg, https://editions.mariedenazareth.com/img/p/4/3/1/431.jpg, https://editions.mariedenazareth.com/img/p/4/3/2/432.jpg, https://editions.mariedenazareth.com/img/p/4/3/3/433.jpg";717;1;"2022-07-18 10:14:09";"2025-07-07 14:58:05"
122;"Neuvaine Marie qui défait les nœuds pour la famille - Version 2022";"<p><strong>Nouve</strong><strong>lle Version 2022</strong></p>
<p>La neuvaine à Marie qui défait les nœuds du père Celeiro, adaptée pour les familles. Vous y trouverez, entre autres, une très belle prière à Marie du pape François, des témoignages impressionnants et un bref historique de cette ancienne dévotion.</p>
<p>On peut dire cette prière pour soi, pour un proche, seul ou en groupe. Un chemin de vie et de prières en neuf jours.</p>";"<p>49 pages</p>
<p>format : 16 x 10,5 cm</p>";122-UNITE;9782491255534;978-2-491255-53-4;4.739336;5.00;0.470000;0.060000;5.500;"MDN Productions";;"Accueil, Livres, Marie qui défait les nœuds, Remise de 30% à partir de 5 livres";"https://editions.mariedenazareth.com/img/p/2/8/9/289.jpg, https://editions.mariedenazareth.com/img/p/4/1/3/413.jpg, https://editions.mariedenazareth.com/img/p/4/1/4/414.jpg, https://editions.mariedenazareth.com/img/p/4/1/5/415.jpg, https://editions.mariedenazareth.com/img/p/4/1/6/416.jpg, https://editions.mariedenazareth.com/img/p/6/3/3/633.jpg";51;1;"2022-07-18 10:30:08";"2025-07-07 14:58:05"
123;"Neuvaine Marie qui défait les nœuds de la maladie - Version 2022";"<p><strong>Nouve</strong><strong>lle Version 2022</strong></p>
<p>La neuvaine à Marie qui défait les nœuds du père Celeiro, adaptée pour les malades. Vous y trouverez, entre autres, une très belle prière à Marie du pape François, des témoignages impressionnants et un bref historique de cette ancienne dévotion.</p>
<p>On peut dire cette prière pour soi, pour un proche, seul ou en groupe. Un chemin de vie et de prière en neuf jours.</p>";"<p>49 pages</p>
<p>format : 16 x 10,5 cm</p>";123-UNITE;9782491255558;978-2-491255-55-8;4.739336;5.00;0.664000;0.060000;5.500;"MDN Productions";;"Accueil, Livres, Marie qui défait les nœuds, Remise de 30% à partir de 5 livres";"https://editions.mariedenazareth.com/img/p/2/8/7/287.jpg, https://editions.mariedenazareth.com/img/p/4/2/1/421.jpg, https://editions.mariedenazareth.com/img/p/4/2/2/422.jpg, https://editions.mariedenazareth.com/img/p/4/2/3/423.jpg, https://editions.mariedenazareth.com/img/p/4/2/4/424.jpg, https://editions.mariedenazareth.com/img/p/6/3/4/634.jpg";371;1;"2022-07-18 10:38:34";"2025-07-07 14:58:05"
124;"Neuvaine à l'Archange Saint Michel";"<p>Saint Michel est l’ange qui combat le démon dans la Bible, c’est-à-dire celui qui nous soutient dans le combat spirituel. Il est aussi celui qui pèsera les âmes au jugement dernier et les conduira sur l’autre rive, le Ciel ou l’enfer.</p>
<p>De nos jours, la dévotion à saint Michel est très prégnante dans la population africaine et antillaise et elle est plutôt délaissée dans notre culture occidentale, rationaliste. Il nous faut trouver un équilibre : affronter les choses de manière raisonnable, mais avec la force qui vient de Dieu. Osons, avec cette neuvaine, avoir recours à Saint Michel Archange, protecteur de la France !</p>
<p>Cette neuvaine à Saint Michel a été rédigée par le père Lionel Dumoulin, curé de la paroisse Saint-Michel des Batignolles à Paris, avec la collaboration de l’Association Prier Marie de Nazareth. </p>
<p></p>
<p></p>";"<p>Format : 16 x 10,5 cm</p>
<p>48 pages</p>";124-UNITE;9782491255671;978-2-491255-67-1;4.739336;5.00;0.781600;0.053000;5.500;"MDN Productions";;"Accueil, Livres, Neuvaines";"https://editions.mariedenazareth.com/img/p/2/9/3/293.jpg, https://editions.mariedenazareth.com/img/p/4/8/7/487.jpg, https://editions.mariedenazareth.com/img/p/4/8/8/488.jpg, https://editions.mariedenazareth.com/img/p/4/8/9/489.jpg, https://editions.mariedenazareth.com/img/p/4/9/0/490.jpg, https://editions.mariedenazareth.com/img/p/7/0/6/706.jpg";54;1;"2022-09-02 09:38:32";"2025-07-07 14:58:05"
126;"Carte postale aux Coeurs Unis";"<p>Carte postale de la prière de Consécration aux Cœurs unis de Jésus et Marie.</p>";"<p>format A5</p>";126-UNITE;;;1.666667;2.00;0.610000;0.300000;20.000;"MDN Productions";;"100 étoiles, Accueil, Carterie & objets";"https://editions.mariedenazareth.com/img/p/2/9/7/297.jpg, https://editions.mariedenazareth.com/img/p/2/9/8/298.jpg";0;0;"2022-09-06 16:34:16";"2025-07-07 14:58:05"
128;"Bougie de neuvaine Marie qui défait les noeuds";"<p><strong>Bougie de neuvaine en cire végétale Marie qui défait les nœuds - Durée 9 jours</strong></p>
<p>Accompagnez la prière de votre neuvaine à <em>Marie qui défait les nœuds</em> avec cette bougie uniquement disponible ici.</p>
<p>Composée de cire végétale, elle est d'une durée de combustion de 9 jours.</p>
<p>Le contenant, godet cylindrique, est fabriqué en plastique transparent.</p>
<p>Cette lampe de sanctuaire mesure 18 centimètres de hauteur et 6,5 cm de diamètre.</p>
<p></p>
<p></p>";"<p>Hauteur : 18 cm</p>
<p>Diamètre: 6.5 cm</p>
<p>Durée: 9 jours</p>";128-LOT6;;;19.166666;23.00;2.043499;3.000000;20.000;;"Quantité - Lot de 6";"Accueil, Carterie & objets, Marie qui défait les nœuds";"https://editions.mariedenazareth.com/img/p/6/3/2/632.jpg, https://editions.mariedenazareth.com/img/p/8/5/5/855.jpg";6;1;"2022-10-17 16:41:46";"2025-07-07 14:58:05"
128;"Bougie de neuvaine Marie qui défait les noeuds";"<p><strong>Bougie de neuvaine en cire végétale Marie qui défait les nœuds - Durée 9 jours</strong></p>
<p>Accompagnez la prière de votre neuvaine à <em>Marie qui défait les nœuds</em> avec cette bougie uniquement disponible ici.</p>
<p>Composée de cire végétale, elle est d'une durée de combustion de 9 jours.</p>
<p>Le contenant, godet cylindrique, est fabriqué en plastique transparent.</p>
<p>Cette lampe de sanctuaire mesure 18 centimètres de hauteur et 6,5 cm de diamètre.</p>
<p></p>
<p></p>";"<p>Hauteur : 18 cm</p>
<p>Diamètre: 6.5 cm</p>
<p>Durée: 9 jours</p>";128-UNITE;;;5.000000;6.00;2.043499;0.000000;20.000;;"Quantité - Unité";"Accueil, Carterie & objets, Marie qui défait les nœuds";"https://editions.mariedenazareth.com/img/p/6/3/2/632.jpg, https://editions.mariedenazareth.com/img/p/8/5/5/855.jpg";87;1;"2022-10-17 16:41:46";"2025-07-07 14:58:05"
129;"Kit Merci Marie";"<p>Vous souhaitez organiser une veillée de prière le 8 décembre prochain pour dire «Merci Marie»? Pour vous aider dans la promotion et l'organisation de votre événement, nous vous proposons de commander notre kit «Merci Marie»! <strong>Un bon de réduction de 5€ en fin de commande, vous sera offert, afin de bénéficier du 1er kit gratuitement !</strong></p>
<p><strong>Les frais de port restent à votre charge (5,95€ pour la France métropolitaine et 11€ pour l'étranger). Si vous avez la possibilité de faire un don, nous vous en remercions d'avance, cela nous aidera à financer l'impression et la fabrication du kit.</strong></p>
<p>Composition du kit :</p>
<ul style=""list-style-type:circle;""><li>1 livret de prière pour la veillée</li>
<li>1 livret Marie et la France</li>
<li>10 grands autocollants pour bougies (7.5cm x 10.5 cm) </li>
<li>10 petits autocollants pour bougies (10 cm x 5 cm)</li>
<li>5 affiches A3 « Merci Marie » </li>
<li>20 signets de prière « Merci Marie » </li>
<li>20 coupons intention de prière</li>
<li>20 invitations à la veillée</li>
</ul><p><span style=""color:#f39292;""><em>Sous réserve de la disponibilité du stock</em></span></p>
<p><em><strong>Pour en savoir plus sur les veillées ""Merci Marie""</strong></em>: <a href=""https://www.mercimarie.com/"">cliquez ici</a></p>
<p><em><strong>Si vous êtes une paroisse ou un établissement et souhaitez commander plus d'éléments (bâches, etc.):</strong></em> <a href=""https://www.mercimarie.com/commandez-votre-kit"">cliquez ici</a></p>
<p></p>";;129-KIT;;;4.166667;5.00;0.000000;0.500000;20.000;;;"100 étoiles, Accueil, Carterie & objets, Marie, Remise 5€";https://editions.mariedenazareth.com/img/p/6/0/0/600.jpg;440;0;"2022-10-17 16:57:19";"2025-07-07 14:58:05"
130;"Neuvaine à St Joseph pour préparer Noël en méditant les mystères de l'Avent";"<p>Une neuvaine se prépare comme une fête : dans la joie et l’attention aux détails qui favorisent la rencontre. Saint Joseph apprécie les demandes précises. Se bien préparer à la neuvaine nécessite de rédiger une lettre ou de formuler par écrit sa demande. « Il y a beaucoup de saints à qui Dieu a donné le pouvoir de nous aider dans les nécessités de la vie, mais le pouvoir donné à saint Joseph est illimité : il s’étend à tous nos besoins, et tous ceux qui l’invoquent avec confiance sont assurés d’être entendus. » (Saint Thomas d’Aquin, 1225-1274.)</p>
<p></p>
<p><span style=""text-decoration:underline;""><em>Témoignage</em></span><em> : </em><i>« Un immense MERCI pour cette neuvaine extraordinaire, profonde, éclairante… et inspirée ! Je découvre que saint Joseph est en fait le premier prêtre catholique de l'Église. » SB</i></p>
<p></p>";"<p>16 cm x 10.5 cm</p>
<p>47 pages</p>";130-UNITE;9782491255695;978-2-491255-69-5;4.739336;5.00;0.848700;0.060000;5.500;"MDN Productions";;"Accueil, Livres, Neuvaines";"https://editions.mariedenazareth.com/img/p/3/1/2/312.jpg, https://editions.mariedenazareth.com/img/p/3/1/3/313.jpg, https://editions.mariedenazareth.com/img/p/4/7/9/479.jpg, https://editions.mariedenazareth.com/img/p/4/8/0/480.jpg, https://editions.mariedenazareth.com/img/p/4/8/1/481.jpg, https://editions.mariedenazareth.com/img/p/4/8/2/482.jpg";630;1;"2022-10-18 16:00:17";"2025-07-07 14:58:05"
131;"Neuvaine à Notre Dame de la Médaille Miraculeuse";"<p style=""text-align:center;""><span style=""color:#2445a2;""><strong style=""text-align:center;""> “Pour toute commande de cette neuvaine, une médaille miraculeuse offerte !”</strong></span></p>
<p>Avec cette neuvaine à Notre Dame de la Médaille Miraculeuse, osons demander les grâces de la Médaille de « Marie, Immaculée Conception » (de son vrai nom), à la lumière de l’histoire de la France chrétienne, avec saint Vincent de Paul et sainte Catherine Labouré. Dans la nuit du 18 au 19 juillet 1830, Marie dit à la jeune novice : <em>« Venez au pied de cet autel. Là, les grâces seront répandues sur tous ceux qui les demanderont avec confiance. »</em> La Sainte Vierge nous attend !</p>
<p></p>
<p>Cette neuvaine à Notre Dame de la Médaille miraculeuse a été rédigée par le Père Jean-Yves Jaffré, prêtre lazariste missionnaire, en collaboration avec l’Association Prier Marie de Nazareth</p>
<p style=""text-align:center;""></p>
<p><em><span style=""text-decoration:underline;"">Témoignage</span> : « Merci du fond du cœur pour cette très belle neuvaine à Notre Dame de la Médaille miraculeuse que je porte d’ailleurs sur ma chaîne avec celle de mon baptême et celle de ma mère. Cette neuvaine m’a beaucoup aidée dans ma prière. Merci encore. » Françoise</em></p>";"<p>16 cm x 10.5 cm</p>
<p>49 pages</p>";131-LOT5;9782491255718;978-2-491255-71-8;13.270142;14.00;0.848750;0.240000;5.500;"MDN Productions";"Quantité - Lot de 5";"Accueil, Livres, Neuvaines";"https://editions.mariedenazareth.com/img/p/3/1/6/316.jpg, https://editions.mariedenazareth.com/img/p/3/1/7/317.jpg, https://editions.mariedenazareth.com/img/p/4/5/4/454.jpg, https://editions.mariedenazareth.com/img/p/4/5/5/455.jpg, https://editions.mariedenazareth.com/img/p/4/5/7/457.jpg, https://editions.mariedenazareth.com/img/p/8/5/7/857.jpg";18;1;"2022-10-24 16:10:41";"2025-07-07 14:58:05"
131;"Neuvaine à Notre Dame de la Médaille Miraculeuse";"<p style=""text-align:center;""><span style=""color:#2445a2;""><strong style=""text-align:center;""> “Pour toute commande de cette neuvaine, une médaille miraculeuse offerte !”</strong></span></p>
<p>Avec cette neuvaine à Notre Dame de la Médaille Miraculeuse, osons demander les grâces de la Médaille de « Marie, Immaculée Conception » (de son vrai nom), à la lumière de l’histoire de la France chrétienne, avec saint Vincent de Paul et sainte Catherine Labouré. Dans la nuit du 18 au 19 juillet 1830, Marie dit à la jeune novice : <em>« Venez au pied de cet autel. Là, les grâces seront répandues sur tous ceux qui les demanderont avec confiance. »</em> La Sainte Vierge nous attend !</p>
<p></p>
<p>Cette neuvaine à Notre Dame de la Médaille miraculeuse a été rédigée par le Père Jean-Yves Jaffré, prêtre lazariste missionnaire, en collaboration avec l’Association Prier Marie de Nazareth</p>
<p style=""text-align:center;""></p>
<p><em><span style=""text-decoration:underline;"">Témoignage</span> : « Merci du fond du cœur pour cette très belle neuvaine à Notre Dame de la Médaille miraculeuse que je porte d’ailleurs sur ma chaîne avec celle de mon baptême et celle de ma mère. Cette neuvaine m’a beaucoup aidée dans ma prière. Merci encore. » Françoise</em></p>";"<p>16 cm x 10.5 cm</p>
<p>49 pages</p>";131-UNITE;9782491255718;978-2-491255-71-8;4.739336;5.00;0.848750;0.000000;5.500;"MDN Productions";"Quantité - Unité";"Accueil, Livres, Neuvaines";"https://editions.mariedenazareth.com/img/p/3/1/6/316.jpg, https://editions.mariedenazareth.com/img/p/3/1/7/317.jpg, https://editions.mariedenazareth.com/img/p/4/5/4/454.jpg, https://editions.mariedenazareth.com/img/p/4/5/5/455.jpg, https://editions.mariedenazareth.com/img/p/4/5/7/457.jpg, https://editions.mariedenazareth.com/img/p/8/5/7/857.jpg";324;1;"2022-10-24 16:10:41";"2025-07-07 14:58:05"
132;"La Force des Martyrs";"<p>Conçu, réalisé et mis en perspective par François-Michel Delboise et Benoît de Fleurac, La force des martyrs est un recueil de florilège de 15 textes extraits des écrits de Maria Valtorta – principalement Les Cahiers – racontant le martyre des premiers chrétiens, avec une contextualisation pour chacun.</p>
<p>Jésus y explique à Maria Valtorta Son intention : ""Vous, chrétiens, vous prenez les récits de mes martyrs pour des fables et vous vous dites : ""C'est une légende !""</p>
<p>Eh bien ! sachez que ce n'en est pas une. C'est de l'histoire.</p>
<p>Mes martyrs ont tenu à accomplir leur mission et le ministère – qu'ils avaient reçu de moi – de sanctifier le monde et de rendre témoignage de l'Evangile.</p>";"<p>21 x 17 cm</p>
<p>215 pages</p>";132-UNITE;9788879873918;978-88-7987-391-8;18.009479;19.00;9.348000;0.360000;5.500;"CENTRO VALTORTIANO EDITIONS";;"Accueil, Livres, Saints & mystiques";"https://editions.mariedenazareth.com/img/p/3/1/9/319.jpg, https://editions.mariedenazareth.com/img/p/4/0/8/408.jpg, https://editions.mariedenazareth.com/img/p/4/0/9/409.jpg, https://editions.mariedenazareth.com/img/p/4/1/0/410.jpg, https://editions.mariedenazareth.com/img/p/4/1/1/411.jpg, https://editions.mariedenazareth.com/img/p/4/1/2/412.jpg";38;1;"2022-11-08 11:23:28";"2025-07-07 14:58:05"
133;"J'apprends à parler avec Marie";"<p>Cet imagier, spécialement sélectionné pour vous est magnifiquement illustré. Il présente comme premier avantage de raconter la vie de la Vierge Marie, ce que peu de livres pour jeunes enfants font. De plus chaque épisode est l’occasion de découvrir une famille de mots !</p>
<p>Ainsi la Visitation se passe-t-elle dans un jardin où on apprend le nom des fleurs et la Fuite en Egypte est-elle l’occasion de découvrir les paysages...</p>
<p>Afin de garantir la plus grande fidélité aux Évangiles et à la tradition, l’album a été revu par un bibliste et un historien.</p>
<p><strong>Dès 2 ans</strong></p>";"<p>Livre Carton</p>
<p>22 x 22 cm</p>
<p>36 pages</p>";133-UNITE;9791092801491;979-1-0928-0149-1;13.744076;14.50;6.280000;0.506000;5.500;"Les Petits Platons";;"Accueil, BD & Jeunesse, Livres";"https://editions.mariedenazareth.com/img/p/3/2/2/322.jpg, https://editions.mariedenazareth.com/img/p/3/7/4/374.jpg, https://editions.mariedenazareth.com/img/p/3/7/5/375.jpg, https://editions.mariedenazareth.com/img/p/3/7/6/376.jpg, https://editions.mariedenazareth.com/img/p/3/7/7/377.jpg, https://editions.mariedenazareth.com/img/p/3/7/8/378.jpg";79;1;"2022-11-08 15:07:56";"2025-07-07 14:58:05"
134;"Neuvaine Prions Marie pour la paix";"<p>Initiée par l’Association Marie de Nazareth à l’occasion d’une grande<strong> campagne internationale pour la Paix</strong>, cette neuvaine propose un chemin jalonné d’intentions pour prier en faveur d’un cessez-le feu et de la résolution pacifique des conflits dans le monde (<strong>guerre en Ukraine</strong> bien entendu, mais aussi Arménie, Yémen, pays d’Afrique sub-sahariennes). Elle insiste sur le lien nécessaire entre la conversion et la purification de nos cœurs, la recherche du dialogue, l’exigence de justice et la Paix.</p>
<p>On la prie en méditant chaque jour un premier texte extrait des Écritures, puis une parole du pape, et enfin en formulant une <strong>demande particulière à Marie, Reine de la Paix. </strong></p>
<p><strong>Neuvaine introduite par Mgr Georges Colomb</strong>, évêque de la Rochelle et Saintes, ancien supérieur des Missions Étrangères de Paris (MEP), directeur des Œuvres Pontificales Missionnaires pour la France.</p>
<p>Vous pouvez également vous inscrire à cette neuvaine en ligne <a href=""https://forms.mariedenazareth.com/neuvaine-reine-de-la-paix?origin=FR-LIBRAIRIE-CMD"">en cliquant ici</a>. Vous recevrez le premier jour de la neuvaine dès demain.</p>
<p></p>";"<p>16 x 10.5 cm</p>
<p>48 pages</p>";134-LOT5;9782491255701;978-2491255-70-1;13.270142;14.00;0.386800;0.220000;5.500;;"Quantité - Lot de 5";"Accueil, Livres, Neuvaines";"https://editions.mariedenazareth.com/img/p/3/4/6/346.jpg, https://editions.mariedenazareth.com/img/p/3/4/9/349.jpg, https://editions.mariedenazareth.com/img/p/4/6/6/466.jpg, https://editions.mariedenazareth.com/img/p/4/6/7/467.jpg, https://editions.mariedenazareth.com/img/p/4/6/8/468.jpg, https://editions.mariedenazareth.com/img/p/4/6/9/469.jpg";19;1;"2022-11-08 15:21:50";"2025-07-07 14:58:05"
134;"Neuvaine Prions Marie pour la paix";"<p>Initiée par l’Association Marie de Nazareth à l’occasion d’une grande<strong> campagne internationale pour la Paix</strong>, cette neuvaine propose un chemin jalonné d’intentions pour prier en faveur d’un cessez-le feu et de la résolution pacifique des conflits dans le monde (<strong>guerre en Ukraine</strong> bien entendu, mais aussi Arménie, Yémen, pays d’Afrique sub-sahariennes). Elle insiste sur le lien nécessaire entre la conversion et la purification de nos cœurs, la recherche du dialogue, l’exigence de justice et la Paix.</p>
<p>On la prie en méditant chaque jour un premier texte extrait des Écritures, puis une parole du pape, et enfin en formulant une <strong>demande particulière à Marie, Reine de la Paix. </strong></p>
<p><strong>Neuvaine introduite par Mgr Georges Colomb</strong>, évêque de la Rochelle et Saintes, ancien supérieur des Missions Étrangères de Paris (MEP), directeur des Œuvres Pontificales Missionnaires pour la France.</p>
<p>Vous pouvez également vous inscrire à cette neuvaine en ligne <a href=""https://forms.mariedenazareth.com/neuvaine-reine-de-la-paix?origin=FR-LIBRAIRIE-CMD"">en cliquant ici</a>. Vous recevrez le premier jour de la neuvaine dès demain.</p>
<p></p>";"<p>16 x 10.5 cm</p>
<p>48 pages</p>";134-UNITE;9782491255701;978-2491255-70-1;4.739336;5.00;0.386800;0.000000;5.500;;"Quantité - Unité";"Accueil, Livres, Neuvaines";"https://editions.mariedenazareth.com/img/p/3/4/6/346.jpg, https://editions.mariedenazareth.com/img/p/3/4/9/349.jpg, https://editions.mariedenazareth.com/img/p/4/6/6/466.jpg, https://editions.mariedenazareth.com/img/p/4/6/7/467.jpg, https://editions.mariedenazareth.com/img/p/4/6/8/468.jpg, https://editions.mariedenazareth.com/img/p/4/6/9/469.jpg";981;1;"2022-11-08 15:21:50";"2025-07-07 14:58:05"
