Emplacement;Produit;RÃ©fÃ©rence;ISBN;QuantitÃ©;Prix d'achat;Prix de vente;Total achat;Total vente,Actif
AMDN / ESAT;EDITION GRATUITE - La Vocation de la France - Servir les cœurs unis de Jésus et Marie;103-GRATUIT;978-2-491255-58-9;1776;0.61;0.00;1083.36;0.00;DÃ©sactivÃ©;
AMDN / ESAT;EDITION GRATUITE Joseph, modèle de vie - Si important pour notre temps;90-GRATUIT;978-2-491255-42-8;2472;0.61;0.00;1507.92;0.00;DÃ©sactivÃ©;
AMDN / ESAT;EDITION GRATUITE Le Linceul de Turin - Nouvelle preuve de la Résurrection du Christ;89-GRATUIT;978-2-491255-22-0;1294;0.61;0.00;789.34;0.00;Actif;
AMDN / ESAT;EDITION GRATUITE Lumière du Monde - La beauté de l'Église et le génie catholique;91-GRATUIT;978-2-491255-17-6;4669;0.61;0.00;2848.09;0.00;Actif;
AMDN / ESAT;EDITION GRATUITE Maria Valtorta - Confirmation par la science;95-GRATUIT;978-2-4912554-7-3;414;0.61;0.00;252.54;0.00;DÃ©sactivÃ©;
AMDN / ESAT;EDITION GRATUITE Marie et la France - Un lien extraordinaire à redécouvrir;98-GRATUIT;978-2-491255-43-5;3214;0.61;0.00;1960.54;0.00;DÃ©sactivÃ©;
AMDN / ESAT;EDITION GRATUITE Marie et la France -Edition Notre Dame de Paris;144-GRATUIT;978-2-491255-24-4;214;0.61;0.00;130.54;0.00;DÃ©sactivÃ©;
AMDN / ESAT;Magazine Ave Maria;AVE84;;235;0.00;0.00;0.00;0.00;Actif;
AMDN / ESAT;Magazine Ave Maria;AVE82;;0;0.00;0.00;0.00;0.00;Actif;
AMDN / ESAT;Magazine Ave Maria;AVE83;;139;0.00;0.00;0.00;0.00;Actif;
Esat Moulins;10 Stuck Packungen (AL);66-LOT10;;50;0.02;8.33;1.00;416.50;Actif;
Esat Moulins;365 méditations sur la Vierge Marie;51-UNITE;978-2-7509051-3-2;2;0.00;0.00;0.00;0.00;DÃ©sactivÃ©;
Esat Moulins;A Jésus par Marie;237-UNITE;978-2-35389-728-5;29;0.00;12.32;0.00;357.28;Actif;
Esat Moulins;Affiche A4 Marie qui défait les Noeuds - Nouvelle version;157-LOT10;978-2-491255-90-9;142;0.19;5.75;26.98;816.50;Actif;
Esat Moulins;Affiche A4 Marie qui défait les Noeuds - Nouvelle version;157-UNITE;978-2-491255-90-9;3;0.19;2.50;0.57;7.50;Actif;
Esat Moulins;Affichette format A2;46-UNITE;978-2-35689-008-5;53;0.00;24.58;0.00;1302.74;DÃ©sactivÃ©;
Esat Moulins;Affichette format A3;45-UNITE;978-2-35689-007-8;115;0.00;11.25;0.00;1293.75;DÃ©sactivÃ©;
Esat Moulins;Apprendre à prier_L'essentiel de l'art de la prière;235-UNITE;978-2-38433-192-5;91;0.00;15.17;0.00;1380.47;Actif;
Esat Moulins;Bernadette et Lourdes _ L'enquête;176-UNITE;979-10-94998-85-4;75;6.36;14.12;477.00;1059.00;Actif;
Esat Moulins;Bernadette ne nous a pas trompés;136-UNITE;978-2-491255-68-8;312;2.39;20.85;745.68;6505.20;Actif;
Esat Moulins;Bougie de neuvaine Marie qui défait les noeuds;128-UNITE;;7;2.04;5.00;14.28;35.00;Actif;
Esat Moulins;Bougies 100 étoiles pour Marie;113-UNITE;;287;0.44;1.67;126.28;479.29;Actif;
Esat Moulins;Bougies 100 étoiles pour Marie;113-LOT4;;0;0.44;4.58;0.00;0.00;Actif;
Esat Moulins;Calendrier de l'Avent Marie qui défait les Noeuds;168-UNITE;978-2-491255-97-8;1290;2.00;8.25;2580.00;10642.50;Actif;
Esat Moulins;Calendrier de Neuvaine à Saint Joseph pour la famille;188-UNITE;370-0-00-027160-4;2;0.33;6.58;0.66;13.16;Actif;
Esat Moulins;Calendrier de neuvaine à saint Louis et sainte Zélie Martin;186-UNITE;370-0-00-027505-3;37;0.33;6.58;12.21;243.46;Actif;
Esat Moulins;Calendrier de neuvaine à Sainte Marie-Madeleine apôtre des apôtres;187-UNITE;370-0-00-027280-9;0;0.33;6.58;0.00;0.00;Actif;
Esat Moulins;Calendrier de neuvaine au Bienheureux Carlo Acutis;222-UNITE;;9;0.00;6.58;0.00;59.22;Actif;
Esat Moulins;Carte image Marie qui défait les Noeuds;114-LOT20;;115;0.61;15.00;70.15;1725.00;Actif;
Esat Moulins;Carte image Marie qui défait les Noeuds;114-LOT10;;115;0.61;9.17;70.15;1054.55;Actif;
Esat Moulins;Carte image Marie qui défait les Noeuds;114-UNITE;;1459;0.61;1.25;889.99;1823.75;Actif;
Esat Moulins;Carte postale Marie qui défait les Noeuds - Nouvelle version;156-UNITE;978-2-491255-83-1;17;0.33;1.25;5.61;21.25;Actif;
Esat Moulins;Carte postale Marie qui défait les Noeuds - Nouvelle version;156-LOT10;978-2-491255-83-1;100;0.33;2.92;33.00;292.00;Actif;
Esat Moulins;Carte postale Marie qui défait les Noeuds - Version originale;150-LOT10;978-2-491255-89-3;216;0.61;2.92;131.76;630.72;Actif;
Esat Moulins;Carte postale Marie qui défait les Noeuds - Version originale;150-UNITE;978-2-491255-89-3;55;0.61;1.25;33.55;68.75;Actif;
Esat Moulins;Cartoloina Maria che scioglie i nodi (IT);69-UNITE;;858;0.10;1.25;85.80;1072.50;Actif;
Esat Moulins;CD - prier le chapelet;56-UNITE;376-0-13237-798-8;128;5.58;7.50;714.24;960.00;Actif;
Esat Moulins;Chapelet blanc en nylon;120-UNITE;;72;0.12;1.25;8.64;90.00;Actif;
Esat Moulins;Chapelet en bois verni;47-UNITE;978-2-35689-010-8;8;3.98;5.00;31.84;40.00;Actif;
Esat Moulins;Dieu est Amour (grands caractères)_encyclique de Benoît XVI;215-UNITE;978-2-7403-1260-5;31;0.95;3.79;29.45;117.49;Actif;
Esat Moulins;Dieu la Science, les preuves _ Version poche;223-UNITE;978-2266339-32-2;42;5.64;11.28;236.88;473.76;Actif;
Esat Moulins;Dieu, la Science, les preuves;109-UNITE;978-2-813225-85-6;161;13.65;22.75;2197.65;3662.75;Actif;
Esat Moulins;EDITION GRATUITE Le Linceul de Turin - Nouvelle preuve de la Résurrection du Christ;89-GRATUIT;978-2-491255-22-0;0;0.61;0.00;0.00;0.00;Actif;
Esat Moulins;EDITION GRATUITE Lumière du Monde - La beauté de l'Église et le génie catholique;91-GRATUIT;978-2-491255-17-6;0;0.61;0.00;0.00;0.00;Actif;
Esat Moulins;EDITION GRATUITE Maria Valtorta - Confirmation par la science;95-GRATUIT;978-2-4912554-7-3;25;0.61;0.00;15.25;0.00;DÃ©sactivÃ©;
Esat Moulins;Et si c'était vrai ? La foi chrétienne à la loupe;139-UNITE;978-2-491255-74-9;877;2.04;20.85;1789.08;18285.45;Actif;
Esat Moulins;Flyers 100 étoiles;106-LOT50;;4;0.00;0.00;0.00;0.00;DÃ©sactivÃ©;
Esat Moulins;Grande Médaille dorée Marie qui défait les Nœuds - 30 mm;62-UNITE;;131;0.39;4.17;51.09;546.27;Actif;
Esat Moulins;J'apprends à parler avec Marie;133-UNITE;979-1-0928-0149-1;156;6.28;13.74;979.68;2143.44;Actif;
Esat Moulins;Je vous prépare aux temps nouveaux;207-UNITE;978-2-7403-2299-4;1;5.12;11.37;5.12;11.37;Actif;
Esat Moulins;Jésus, le Messie attendu par Israël - Selon les prophéties bibliques;26-UNITE;978-2-9555343-7-3;2950;0.61;8.34;1799.50;24603.00;Actif;
Esat Moulins;Jésus, le Messie attendu par Israël - Selon les prophéties bibliques;26-LOT10;978-2-491255-25-1;750;6.00;56.11;4500.00;42082.50;Actif;
Esat Moulins;Joseph de Nazareth;220-UNITE;979-10-336-1493-7;96;9.34;20.76;896.64;1992.96;Actif;
Esat Moulins;Joseph, modèle de vie - Si important pour notre temps;23-UNITE;978-2-491255-27-5;2301;0.56;8.34;1288.56;19190.34;Actif;
Esat Moulins;Joseph, modèle de vie - Si important pour notre temps;23-LOT10;978-2-491255-26-8;219;6.00;56.11;1314.00;12288.09;Actif;
Esat Moulins;L'apparition de la Très Sainte Vierge sur la Montagne de la Salette;208-UNITE;978-2-7403-2158-4;12;2.09;4.64;25.08;55.68;Actif;
Esat Moulins;L'art de la prière;245-UNITE;978-2-35389-975-3;29;0.00;22.75;0.00;659.75;Actif;
Esat Moulins;L'imitation de la bienheureuse Vierge Marie;173-UNITE;979-10-33603-59-7;42;3.80;8.44;159.60;354.48;Actif;
Esat Moulins;La folie du Totus Tuus;203-UNITE;978-2-7403-2506-3;12;6.35;14.12;76.20;169.44;Actif;
Esat Moulins;La Force des Martyrs;132-UNITE;978-88-7987-391-8;55;9.35;18.01;514.25;990.55;Actif;
Esat Moulins;La Médaille miraculeuse_Les apparitions de la rue du Bac;174-UNITE;978-2492547010;46;6.36;14.12;292.56;649.52;Actif;
Esat Moulins;La très belle histoire de l'apparition de Pontmain;213-UNITE;9782740323281;8;5.75;12.80;46.00;102.40;Actif;
Esat Moulins;La très belle histoire de la Médaille Miraculeuse;205-UNITE;978-2-7403-2522-3;4;5.75;12.80;23.00;51.20;Actif;
Esat Moulins;La très belle histoire de Notre Dame de Pellevoisin;212-UNITE;978-2-7403-2407-3;12;5.75;12.80;69.00;153.60;Actif;
Esat Moulins;La très belle histoire de Notre-Dame de Lourdes;214-UNITE;978-2-7403-2434-9;9;5.75;12.80;51.75;115.20;Actif;
Esat Moulins;La vie de la Vierge Marie dans l'art;202-UNITE;978-2-7403-2554-4;43;12.37;27.49;531.91;1182.07;Actif;
Esat Moulins;La Vierge de l'apocalypse. Aux portes de Rome, les apparitions de Tre Fontane;219-UNITE;979-10-336-1508-8;39;5.97;13.27;232.83;517.53;Actif;
Esat Moulins;La Vocation de la France - Servir les cœurs unis de Jésus et Marie;102-UNITE;978-2-491255-52-7;4559;0.40;8.34;1823.60;38022.06;Actif;
Esat Moulins;La Vocation de la France - Servir les cœurs unis de Jésus et Marie;102-LOT10;978-2-491255-57-2;336;6.00;56.11;2016.00;18852.96;Actif;
Esat Moulins;La voie de la Belle Dame;242-UNITE;978-2-35389-623-3;30;0.00;17.06;0.00;511.80;Actif;
Esat Moulins;Le Linceul de Turin - Nouvelle preuve de la Résurrection du Christ;29-UNITE;978-2-491255-20-6;36;0.61;6.45;21.96;232.20;Actif;
Esat Moulins;Le Linceul de Turin - Nouvelle preuve de la Résurrection du Christ;29-LOT10;978-2-491255-19-0;314;6.00;40.95;1884.00;12858.30;Actif;
Esat Moulins;Le livre de Saint Joseph - Le saint du XXIème siècle;53-UNITE;978-2-35689-009-2;2911;0.10;5.69;291.10;16563.59;Actif;
Esat Moulins;Le Rosaire - Les vingt mystères revisités;40-UNITE;978-2-35689-013-9;23;1.12;9.38;25.76;215.74;Actif;
Esat Moulins;Le Rosaire, les 20 mystères revisités - Version 2023;153-UNITE;978-2-491255-87-9;823;3.36;11.37;2765.28;9357.51;Actif;
Esat Moulins;Le témoignage de Mirjana: Mon cœur triomphera;201-UNITE;978-2-7403-2589-6;0;8.49;18.86;0.00;0.00;Actif;
Esat Moulins;Les apparitions de Versailles;210-UNITE;978-2-7403-1217-9;1;2.77;6.16;2.77;6.16;Actif;
Esat Moulins;Les carmélites de Compiègne Martyres de la révolution;177-UNITE;978-2-38488-032-4;58;7.03;15.07;407.74;874.06;Actif;
Esat Moulins;Les travers de la zététique _réponse au livre de Thomas Durand;158-UNITE;978-2-491255-85-5;91;1.15;22.75;104.65;2070.25;Actif;
Esat Moulins;Les vingt mystères de la neuvaine;35-UNITE;978-2-35689-014-6;33;0.20;4.74;6.60;156.42;Actif;
Esat Moulins;Libre Réponse à Michel Onfray _NON le Christ n'est pas un Mythe;231-UNITE;979-1033614-95-1;61;0.00;17.91;0.00;1092.51;Actif;
Esat Moulins;Livret - neuvaine à Marie qui défait les noeuds;44-UNITE;978-2-35689-000-9;9;0.60;3.79;5.40;34.11;DÃ©sactivÃ©;
Esat Moulins;Livret de prière;118-UNITE;978-2-491255-65-7;639;0.60;2.84;383.40;1814.76;DÃ©sactivÃ©;
Esat Moulins;Livret missionnaire 16 pages version BD : « Il y a 1000 raisons de croire, découvre la tienne ! »;246-LOT50;9782487056268;320;0.00;0.00;0.00;0.00;Actif;
Esat Moulins;Livret missionnaire 16 pages version BD : « Il y a 1000 raisons de croire, découvre la tienne ! »;246-LOT10;9782487056268;1669;0.00;0.00;0.00;0.00;Actif;
Esat Moulins;Livret missionnaire 16 pages version BD : « Il y a 1000 raisons de croire, découvre la tienne ! »;246-LOT100;9782487056268;165;0.00;0.00;0.00;0.00;Actif;
Esat Moulins;Livret missionnaire 16 pages version intégrale : « Il y a 1000 raisons de croire en Jésus, et ça change tout ! »;232-LOT50;978-2-491255-94-7;305;0.00;0.00;0.00;0.00;Actif;
Esat Moulins;Livret missionnaire 16 pages version intégrale : « Il y a 1000 raisons de croire en Jésus, et ça change tout ! »;232-LOT100;978-2-491255-94-7;123;0.00;0.00;0.00;0.00;Actif;
